"GeneID","padj","pvalue","lfcSE","stat","log2FoldChange","baseMean","Symbol","Description"
80176,0.999854284110087,0.639282495863052,0.485264963665222,-0.468702225651425,-0.227444768500547,29.7133798025328,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1"
84275,0.999854284110087,0.386743531383124,0.220957422428299,0.86553806756477,0.191247060422682,200.492825605718,"SLC25A33","solute carrier family 25 member 33"
199953,0.999854284110087,0.287781559762596,0.242013089407708,1.06300086346432,0.25726012301006,161.612407928692,"TMEM201","transmembrane protein 201"
5293,0.999854284110087,0.556259370768537,0.141161591132713,-0.588406656634848,-0.0830604198836552,5532.06050188098,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
644997,0.999854284110087,0.657703669450844,0.590623859638772,0.443085808768253,0.261697050525873,23.849740923886,"PIK3CD-AS1","PIK3CD antisense RNA 1"
22883,0.999854284110087,0.678964519122609,0.177930779972966,0.413876549038448,0.0736413771829307,2686.72901055989,"CLSTN1","calsyntenin 1"
56998,0.999854284110087,0.709299690416794,0.183023791618691,-0.372796792295322,-0.0682306824291754,789.934475974425,"CTNNBIP1","catenin beta interacting protein 1"
105376717,0.999854284110087,0.598592768077869,0.402832755208841,-0.526425261068103,-0.212061338327598,40.5509755344852,"LOC105376717","uncharacterized LOC105376717"
84328,0.999854284110087,0.983995384889602,0.191598346262879,0.0200601556996458,0.003843492657828,578.43979767383,"LZIC","leucine zipper and CTNNBIP1 domain containing"
64802,0.999854284110087,0.673131490264665,0.310024146788245,-0.421854133432969,-0.130784967786651,243.270724695725,"NMNAT1","nicotinamide nucleotide adenylyltransferase 1"
116362,0.999854284110087,0.65041321295883,0.21863797569197,-0.453188221769247,-0.0990841554150717,899.538251555785,"RBP7","retinol binding protein 7"
10277,0.999854284110087,0.656857646600797,0.150630780215289,-0.444255809508696,-0.0669185992014696,1215.62226847369,"UBE4B","ubiquitination factor E4B"
23095,0.999854284110087,0.772157176971136,0.185927915565553,-0.289554373379859,-0.0538362410854071,823.227629822122,"KIF1B","kinesin family member 1B"
5226,0.999854284110087,0.131569508029253,0.188327745492916,-1.50794146863264,-0.283987217122863,13687.1748622629,"PGD","phosphogluconate dehydrogenase"
100526739,0.999854284110087,0.596400107493185,0.696724157980565,0.529584407549821,0.368974250429785,9.94164490689434,"CENPS-CORT","CENPS-CORT readthrough"
378708,0.999854284110087,0.521018284347232,0.718039582244176,0.641776539631738,0.460820958411286,9.10712045019714,"CENPS","centromere protein S"
